Trial,P1,P2,Winner,Ply,P1AvgMS,P2AvgMS
9,Mobility,Aggression,2,75,124.102,60.545
10,Aggression,Mobility,2,200,49.514,22.487
1,Mobility,Adaptive,1,57,53.868,20.779
2,Adaptive,Mobility,1,200,22.213,14.934
3,Mobility,Adaptive,1,57,53.622,20.688
4,Adaptive,Mobility,1,200,22.125,14.924
5,Mobility,Adaptive,1,57,53.619,20.678
6,Adaptive,Mobility,1,200,22.135,14.923
7,Mobility,Adaptive,1,57,53.620,20.681
8,Adaptive,Mobility,1,200,22.133,14.906
9,Mobility,Adaptive,1,57,54.350,20.905
10,Adaptive,Mobility,1,200,22.367,15.090
1,PotentialConversion,PositionWeight,2,56,7.615,8.521
2,PositionWeight,PotentialConversion,2,62,12.042,11.425
3,PotentialConversion,PositionWeight,2,56,7.586,8.568
4,PositionWeight,PotentialConversion,2,62,12.248,11.556
5,PotentialConversion,PositionWeight,2,56,7.569,8.480
6,PositionWeight,PotentialConversion,2,62,12.120,11.429
7,PotentialConversion,PositionWeight,2,56,7.688,8.663
8,PositionWeight,PotentialConversion,2,62,12.226,11.499
9,PotentialConversion,PositionWeight,2,56,7.710,8.710
10,PositionWeight,PotentialConversion,2,62,12.167,11.477
1,PotentialConversion,ControlArea,2,200,5.189,19.378
2,ControlArea,PotentialConversion,2,200,8.391,10.566
3,PotentialConversion,ControlArea,2,200,5.176,19.358
4,ControlArea,PotentialConversion,2,200,8.508,10.601
5,PotentialConversion,ControlArea,2,200,5.213,19.500
6,ControlArea,PotentialConversion,2,200,8.446,10.602
7,PotentialConversion,ControlArea,2,200,5.198,19.394
8,ControlArea,PotentialConversion,2,200,8.374,10.524
9,PotentialConversion,ControlArea,2,200,5.161,19.351
10,ControlArea,PotentialConversion,2,200,8.412,10.580
1,PotentialConversion,Aggression,2,62,12.108,21.594
2,Aggression,PotentialConversion,2,62,53.742,17.932
3,PotentialConversion,Aggression,2,62,12.109,21.639
4,Aggression,PotentialConversion,2,62,53.748,17.997
5,PotentialConversion,Aggression,2,62,12.078,21.540
